category;subject;content
Improdutivo;Confirmação de Leitura: Manual de Boas Práticas de Comunicação.;Olá, Este e-mail confirma que você leu o Manual de Boas Práticas de Comunicação Interna.
Improdutivo;Sugestão de Ferramenta: Canva para criação rápida de gráficos.;Sugiro o Canva para criação rápida de gráficos e posts. É uma ferramenta simples e gratuita.
Improdutivo;Lançamento: Novo sabor de bolo na padaria interna (Laranja com Chocolate).;Olá, O novo sabor de bolo na padaria interna é Laranja com Chocolate. Delicie-se!
Improdutivo;Aviso: Inventário de móveis no setor de Marketing (amanhã).;Prezados, O inventário de móveis será realizado no setor de Marketing amanhã. Não é necessária sua presença.
Improdutivo;Seu Certificado de Participação no Treinamento de Soft Skills.;Parabéns! Seu certificado de participação no Treinamento de Soft Skills está disponível aqui: [link].
Improdutivo;Notificação: Seu acesso ao sistema legado foi desativado (Aviso).;Prezado(a), Seu acesso ao sistema legado (antigo) foi desativado. Use apenas o novo sistema.
Improdutivo;Sugestão de Podcast: Economia Comportamental.;Recomendo este episódio de podcast sobre Economia Comportamental. Muito relevante: [link].
Improdutivo;Comunicado: Novo programa de embaixadores da marca (Inscrições abertas).;O programa de embaixadores da marca está com inscrições abertas. Participe: [link].
Improdutivo;Agradecimento pela visita ao nosso estande na Feira de RH.;Olá, Agradecemos sua visita ao nosso estande na Feira de RH. Foi um prazer encontrá-lo(a).
Improdutivo;Comprovante de pagamento de mensalidade - Mês de Julho.;Olá Cliente, Seu comprovante de pagamento de mensalidade de Julho está anexo. Para seus registros.
Improdutivo;Aviso: Novo procedimento para descarte de baterias.;Prezados, O novo procedimento para descarte de baterias e pilhas está no mural. Por favor, sigam as orientações.
Improdutivo;Dica de Segurança: Cuidado com links curtos.;Dica de Segurança: Sempre desconfie de links curtos e não identificados em e-mails.
Improdutivo;Convite: Chá de bebê da Maria do Financeiro.;Olá Equipe, Estamos organizando um chá de bebê surpresa para a Maria do Financeiro. Detalhes em anexo.
Improdutivo;Anúncio: Parceria com escola de idiomas.;Prezados, Fechamos parceria com a escola de idiomas 'Global Talk', oferecendo 10% de desconto.
Improdutivo;Resumo Semanal: Principais Cotações de Mercado.;Olá, Segue o resumo semanal com as principais cotações de mercado. Apenas para leitura e acompanhamento.
Improdutivo;Aviso: Possível lentidão na rede hoje à noite (Atualização).;Prezados, Poderemos ter uma pequena lentidão na rede hoje à noite, das 20h às 21h, devido a uma atualização.
Improdutivo;Lançamento: Novo vídeo de 'Melhores Momentos' da equipe.;Olá, Lançamos um vídeo divertido de 'Melhores Momentos' da equipe do último trimestre. Assista: [link].
Improdutivo;Aviso: Atualização do manual de uso da copa.;Prezados, O manual de uso da copa (regras de limpeza) foi atualizado. Está na porta da copa.
Improdutivo;Sugestão de Série: 'Black Mirror' (Para debate).;Sugiro a série 'Black Mirror' para quem se interessa por tecnologia e dilemas éticos.
Improdutivo;Comunicado: Novo ponto de coleta de lixo eletrônico.;Prezados, Um novo ponto de coleta de lixo eletrônico foi instalado no térreo.
Improdutivo;Alerta de Spam/Phishing: E-mail sobre 'Reativação de Conta'.;Atenção! Está circulando um e-mail de phishing com o assunto 'Reativação Urgente de Conta'. Não clique.
Improdutivo;Agradecimento pelo preenchimento da pesquisa de satisfação do produto.;Olá, Agradecemos por responder à nossa pesquisa de satisfação do Produto X. Seu feedback é valioso.
Improdutivo;Lembrete: Não deixar restos de comida nas mesas.;Olá, Por favor, lembrem-se de não deixar restos de comida nas mesas de trabalho. Contamos com a colaboração de todos.
Produtivo;URGENTE: Falha no acesso ao servidor de arquivos via VPN.;Olá TI, Não consigo acessar o servidor de arquivos através da VPN. O erro é 'Credenciais Inválidas', mas a senha está correta. Preciso dos arquivos urgentemente. Por favor, corrija o problema de acesso à VPN. Grato.
Produtivo;Dúvida sobre a documentação necessária para licença-maternidade.;Olá RH, Gostaria de saber qual é a documentação obrigatória que devo apresentar para solicitar a licença-maternidade. Existe um prazo mínimo para a entrega? Por favor, liste os documentos. Obrigado.
Produtivo;Solicitação de inclusão de novo fornecedor no sistema (Fornecedor Zeta).;Olá Compras, Precisamos incluir o 'Fornecedor Zeta' (CNPJ 12.345.678/0001-90) no sistema para emitir um pedido de compra. Por favor, inicie o cadastro e confirme quando ele estiver ativo. Urgente.
Produtivo;Agendamento de call para alinhamento de entregáveis do Cliente K.;Olá Equipe, Proponho uma breve call de 20 minutos amanhã às 10h30 para alinhar os próximos entregáveis do projeto do Cliente K. Por favor, confirme se o horário é adequado.
Produtivo;URGENTE: Servidor de e-mails recebendo grande volume de spam.;Olá TI, Nosso servidor de e-mails está sendo alvo de um ataque de spam nas últimas 3 horas, impactando a caixa de entrada. Por favor, ajuste os filtros anti-spam ou implemente uma solução de bloqueio urgente.
Produtivo;Pedido de cópia do aditivo contratual de aumento salarial (Ref. 2024).;Olá RH, Preciso de uma cópia do meu aditivo contratual que formaliza o último aumento salarial (Referência 2024) para fins pessoais. Por favor, envie o documento. Obrigado.
Produtivo;Revisão final da apresentação para investidores.;Olá Financeiro, Segue a apresentação final para os investidores. Por favor, revise todos os dados financeiros e projeções e envie sua aprovação final até o final do dia.
Produtivo;Erro no valor unitário do Produto C no catálogo de vendas.;Olá Comercial, O valor unitário do 'Produto C' no catálogo de vendas online está errado (mostra R$ 50 em vez de R$ 75). Por favor, corrija o preço imediatamente, pois está gerando confusão nos pedidos.
Produtivo;Dúvida sobre a taxa de câmbio a ser utilizada no fechamento mensal (dólar).;Olá Financeiro, Para o fechamento mensal, devemos utilizar a taxa de câmbio PTAX de fechamento ou a taxa de venda do último dia útil do mês? Por favor, esclareça a regra contábil. Grato.
Produtivo;URGENTE: Página de checkout do e-commerce apresentando erro 503.;Olá Webmaster, A página de checkout do nosso e-commerce está exibindo um erro '503 - Serviço Indisponível'. Isso está paralisando as vendas. Por favor, verifique a hospedagem e corrija urgentemente.
Produtivo;Solicitação de agendamento de exame demissional (Funcionário João D.).;Olá RH, O funcionário João D. será desligado na próxima sexta-feira. Por favor, agende o exame demissional e envie os detalhes a ele. Obrigado.
Produtivo;Suporte: O projetor da Sala de Reuniões B não está ligando.;Olá TI, O projetor da Sala de Reuniões B não está ligando, mesmo após verificar o cabo de energia. Temos uma reunião importante lá em 1 hora. Por favor, envie um técnico para resolver. Urgente.
Produtivo;URGENTE: Necessidade de permissão de escrita na pasta 'Documentos Fiscais'.;Olá TI, Minha permissão de escrita na pasta 'Documentos Fiscais' foi removida. Preciso enviar documentos agora. Por favor, restaure a permissão imediatamente. Urgente.
Produtivo;Pedido de cópia do último laudo de inspeção da vigilância sanitária.;Olá Qualidade, Preciso da cópia do último laudo de inspeção da vigilância sanitária para um cliente. Por favor, anexe o documento completo ao e-mail. Obrigado.
Produtivo;Dados de clientes duplicados no CRM após a migração.;Olá TI, Após a migração, notamos que muitos registros de clientes estão duplicados no CRM. Isso está prejudicando a comunicação. Por favor, execute um processo de limpeza e desduplicação de dados.
Produtivo;URGENTE: Desvio no estoque de matéria-prima (Item: Componente X).;Olá Logística, Identificamos um desvio significativo no estoque do 'Componente X'. A contagem física não bate com o sistema. Por favor, inicie uma investigação e ajuste o sistema urgentemente.
Produtivo;Esclarecimento sobre a política de licença para acompanhar filho doente.;Olá RH, Gostaria de saber quantos dias de licença a política permite para que um funcionário acompanhe um filho doente, mediante atestado médico. Por favor, informe a regra. Grato.
Produtivo;Pedido de aprovação final do manual de boas-vindas para novos fornecedores.;Olá Compras, Segue o manual de boas-vindas para novos fornecedores. Por favor, revise o conteúdo e envie sua aprovação final para que possamos distribuí-lo. Obrigado.
Produtivo;Dúvida sobre a alíquota de ICMS para vendas interestaduais (Estado Y).;Olá Fiscal, Qual é a alíquota de ICMS que devemos aplicar para vendas de produtos para o Estado Y? Por favor, indique a alíquota correta para emissão de notas. Obrigado.
Produtivo;URGENTE: Falha no sistema de ponto eletrônico (Entrada/Saída).;Olá RH/TI, O sistema de ponto eletrônico está fora do ar desde o início da manhã, impossibilitando o registro de entrada e saída. Por favor, restabeleça o sistema urgentemente.
Produtivo;Solicitação de compra de 50 novas cadeiras ergonômicas (Especificação anexa).;Olá Compras, Solicitamos um orçamento e a compra de 50 novas cadeiras ergonômicas (modelo C-500) conforme a especificação anexa. Por favor, agilize o processo. Obrigado.
Produtivo;Confirmação de recebimento da planilha de KPIs do 4º trimestre.;Olá Gestor, Por favor, confirme o recebimento da planilha de KPIs do 4º trimestre que enviei há pouco. Preciso ter certeza de que o arquivo não foi corrompido. Obrigado.
Produtivo;Pedido de desativação imediata do usuário 'Prestador_Beta' (Contrato encerrado).;Olá TI, O contrato com o prestador 'Prestador_Beta' foi encerrado hoje. Por favor, desative todas as suas contas de sistema e e-mail imediatamente e confirme.
Produtivo;Esclarecimento sobre a política de uso da internet para fins pessoais (limitado).;Olá TI, Gostaria de um esclarecimento sobre o uso limitado da internet para fins pessoais (ex: acesso rápido a e-mail pessoal, redes sociais). Qual é a política oficial da empresa? Grato.
Produtivo;URGENTE: Queda de energia no datacenter secundário.;Olá TI/Infraestrutura, Houve uma queda de energia no datacenter secundário. Por favor, verifiquem o gerador e o no-break e restabeleçam a alimentação imediatamente. Urgente.
Produtivo;Pedido de cópia da ata da reunião de acionistas (Última assembleia).;Olá Jurídico, Preciso da cópia da ata da última reunião da assembleia de acionistas para fins de registro. Por favor, envie o documento oficial. Obrigado.
Produtivo;Agendamento de treinamento de integração para a nova equipe de Vendas.;Olá RH/Treinamento, Precisamos agendar um treinamento de integração para a nova equipe de Vendas (15 pessoas). Por favor, proponha datas na próxima quinzena. Obrigado.
Produtivo;Dúvida sobre o prazo máximo para solicitar adiantamento de salário.;Olá RH, Qual é o prazo máximo (dia do mês) para que um funcionário possa solicitar o adiantamento salarial de 40%? Por favor, informe a data limite. Grato.
Produtivo;URGENTE: Erro na geração de código de barras para novos produtos.;Olá TI/Logística, O sistema está gerando código de barras inválido para os novos produtos (Lançamento W). Isso está bloqueando a expedição. Por favor, corrija o algoritmo de geração urgentemente.
Produtivo;Pedido de relatório completo de leads gerados no último mês (Fonte: Google Ads).;Olá Marketing, Preciso do relatório completo de todos os leads gerados no último mês, filtrado apenas pela fonte 'Google Ads'. Por favor, envie a planilha CSV. Obrigado.
Produtivo;Aprovação final do conteúdo para o novo e-book 'Tendências 2025'.;Olá Marketing, O conteúdo do novo e-book 'Tendências 2025' está pronto. Por favor, faça a leitura final para aprovação de conteúdo antes da diagramação. Grato.
Produtivo;Agendamento de reunião para definição da estratégia de preços (Produto Z).;Olá Comercial/Financeiro, Gostaria de agendar uma reunião para definir a estratégia de preços do 'Produto Z' antes do lançamento. Por favor, sugira um horário na próxima semana. Obrigado.
Produtivo;Dúvida: Procedimento para solicitar suporte técnico externo (hardware).;Olá TI, Qual é o procedimento e canal oficial (e-mail/telefone) para solicitar suporte técnico externo para problemas de hardware em notebooks (garantia)? Obrigado.
Produtivo;URGENTE: Falha no sistema de emissão de NF-e (Erro de comunicação com a SEFAZ).;Olá Fiscal/TI, O sistema de emissão de NF-e está apresentando erro de comunicação com a SEFAZ, impedindo a emissão de notas. Por favor, verifique a conexão e resolva imediatamente. Urgente.
Produtivo;Pedido de contato do gestor da área de Responsabilidade Social Corporativa.;Olá RH, Preciso do e-mail e telefone do gestor responsável pela área de Responsabilidade Social Corporativa (RSC) para uma parceria. Obrigado.
Produtivo;Esclarecimento sobre o uso da marca e logotipo em apresentações externas.;Olá Comunicação, Qual é a regra para o uso da nossa marca e logotipo em apresentações feitas a clientes e fornecedores (cores, espaçamento, versão)? Existe um manual de marca? Grato.
Produtivo;URGENTE: Inconsistência na base de dados de fornecedores (Dados fiscais).;Olá Compras/TI, A base de dados de fornecedores está com inconsistências nos dados fiscais (CNPJ/Razão Social) após a atualização. Por favor, verifique a integridade e corrija urgentemente.
Produtivo;Pedido de cópia do termo de confidencialidade assinado pelo Cliente B.;Olá Jurídico, Preciso do termo de confidencialidade (NDA) assinado pelo 'Cliente B' (Ref. 101/2024). Por favor, anexe o documento. Obrigado.
Produtivo;Aprovação final do design da nova fachada do prédio.;Olá Administração, Segue o design final da nova fachada do prédio. Por favor, envie sua aprovação para iniciarmos a contratação da obra. Obrigado.
Produtivo;Agendamento de auditoria interna de processos (Setor de Logística).;Olá Qualidade, Gostaria de agendar a auditoria interna de processos no Setor de Logística para a próxima quinzena. Por favor, verifique a disponibilidade do gestor. Grato.
Produtivo;Dúvida: Qual é o modelo padrão de laptop para novos contratados (Especificação).;Olá TI, Qual é o modelo padrão (marca, processador, RAM) de laptop fornecido para novos contratados da área técnica? Preciso da especificação para um pedido de compra. Obrigado.
Produtivo;URGENTE: Falha crítica na rotina de backup semanal (Disco cheio).;Olá TI, A rotina de backup semanal falhou esta noite, indicando 'Disco Cheio' no servidor de destino. Por favor, libere espaço e refaça o backup imediatamente. Urgente.
Produtivo;Pedido de cotação para serviço de manutenção de ar-condicionado (Anual).;Olá Compras, Precisamos de uma cotação para o serviço de manutenção anual preventiva e corretiva de todos os aparelhos de ar-condicionado do escritório. Por favor, solicite 3 propostas. Obrigado.
Produtivo;Esclarecimento sobre a regra de compensação de horas de banco.;Olá RH, Qual é a regra de compensação de horas de banco? As horas devem ser compensadas no mesmo mês ou podem ser usadas no trimestre seguinte? Por favor, esclareça.
Produtivo;Suporte: Minha conta de e-mail está enviando spam automaticamente.;Olá TI, Minha conta de e-mail está enviando spam automaticamente para meus contatos. Suspeito de invasão. Por favor, bloqueie a conta, faça uma varredura e redefina a senha urgentemente.
Produtivo;Dúvida sobre o prazo de entrega de novos uniformes personalizados.;Olá RH, Qual é o prazo de entrega (em dias úteis) para a solicitação de novos uniformes personalizados para a equipe? Obrigado.
Produtivo;URGENTE: Site fora do ar após atualização de domínio.;Olá Webmaster, O site ficou fora do ar após a atualização do domínio que foi realizada hoje. Por favor, verifique a configuração de DNS e restabeleça o site imediatamente. Urgente.
Produtivo;Pedido de cópia da apólice de seguro de vida corporativo.;Olá RH, Preciso da cópia da apólice de seguro de vida corporativo para verificar uma cobertura específica. Por favor, envie o documento completo. Obrigado.
Produtivo;Aprovação final do plano de comunicação interna para a mudança de sistema.;Olá Comunicação, Segue o plano de comunicação para a mudança de sistema. Por favor, revise o cronograma e a mensagem e envie sua aprovação final. Grato.
Produtivo;Agendamento de call para apresentação de proposta ao Cliente C.;Olá Comercial, Agendei uma call para apresentar a proposta ao Cliente C amanhã às 15h. Por favor, confirme se você estará disponível para a apresentação. Obrigado.
Improdutivo;Elogio pelo design do novo cartão de visitas.;Olá Marketing, O novo design do cartão de visitas ficou fantástico! Parabéns pela criatividade.
Improdutivo;Comunicado: Lançamento de nova marca de café na copa.;Prezados, Agora servimos café gourmet 'Extra Forte' na copa. Experimentem!
Improdutivo;Lembrete: Deixar a mesa limpa no final do dia.;Olá, Lembramos a todos de manter a mesa de trabalho limpa e organizada ao final do dia.
Improdutivo;Comunicado: Novo ponto de coleta de pilhas e baterias.;Prezados, Um novo ponto de coleta para descarte de pilhas e baterias foi instalado na recepção.
Improdutivo;Newsletter: 10 maneiras de evitar o burnout no trabalho.;Olá, Nossa newsletter desta semana traz 10 dicas para evitar o burnout. Leitura opcional.
Improdutivo;Aviso: Alteração do número do ramal da Receção (Para 200).;Prezados, O ramal da Receção foi alterado para 200. Apenas para ciência.
Improdutivo;Feliz Dia da Secretária! (Mensagem comemorativa).;Olá, Queremos desejar um Feliz Dia da Secretária a todos os profissionais da área!
Improdutivo;Aviso: Simulação de falta de energia na próxima quinta-feira.;Prezados, Faremos uma simulação de falta de energia na próxima quinta-feira às 11h. Não se preocupem.
Improdutivo;Baixe seu template gratuito: Plano de Projeto Ágil.;Olá, Baixe nosso template gratuito de Plano de Projeto Ágil: [link].
Improdutivo;Agradecimento pela excelente condução da reunião de ontem.;Olá [Nome], A reunião de ontem foi muito bem conduzida. Parabéns pelo controle do tempo.
Improdutivo;Sugestão de Podcast: Histórias de Empreendedorismo de Sucesso.;Recomendo este podcast sobre histórias inspiradoras de empreendedorismo: [link].
Improdutivo;Confirmação de inscrição no curso interno 'Excel Avançado'.;Olá, Sua inscrição no curso interno 'Excel Avançado' foi confirmada. As aulas começam na segunda.
Improdutivo;Feriado Nacional: Corpus Christi (Horário de funcionamento).;Prezados, Informamos que estaremos fechados no feriado de Corpus Christi.
Improdutivo;Lançamento: Nova funcionalidade 'Mood Tracker' no app interno.;Olá, Lançamos a funcionalidade 'Mood Tracker' no nosso app interno. Monitore seu humor diário!
Improdutivo;Seu bônus de indicações de clientes (Referral).;Parabéns! Você recebeu um bônus por indicação de cliente. O valor será creditado na próxima folha.
Improdutivo;Notificação: Mudança no provedor de internet secundário (Informação técnica).;Prezados, Mudamos nosso provedor de internet secundário para otimização de redundância.
Improdutivo;Compartilhamento de receita: Bolo de cenoura com cobertura de chocolate.;Olá Equipe, Receita do bolo de cenoura que está na copa hoje! Anexo.
Improdutivo;Convite: Conecte-se conosco no LinkedIn.;Olá, Conecte-se conosco no LinkedIn para acompanhar nossas oportunidades de carreira: [link].
Improdutivo;Estudo de Caso: Otimização de processos logísticos (Leitura opcional).;Segue o estudo de caso sobre otimização de processos logísticos. Para sua leitura.
Improdutivo;Aviso: Troca dos bebedouros por modelos com filtro UV.;Prezados, Todos os bebedouros serão trocados por modelos com filtro UV na próxima semana.
Improdutivo;Seu vale-combustível de final de ano (Gratificação).;Parabéns! Você recebeu um vale-combustível como gratificação de final de ano.
Improdutivo;Notificação: Desligamento programado do servidor de relatórios (Manhã).;Prezados, O servidor de relatórios será desligado por 1 hora amanhã de manhã para manutenção.
Improdutivo;Sugestão de Documentário: As redes sociais e a privacidade.;Assisti a um excelente documentário sobre redes sociais e privacidade. Compartilho o link: [link].
Improdutivo;Agradecimento pela rápida resposta no questionamento de ontem.;Olá [Nome], Obrigado pela rápida e clara resposta ao meu questionamento de ontem. Muito prestativo.
Improdutivo;Novo Guia de Estilo de Escrita Corporativa.;Prezados, O novo Guia de Estilo de Escrita Corporativa está na intranet. Por favor, utilizem o novo padrão.
Improdutivo;Comunicado: Lançamento do novo mascote da empresa (Nome: Astra).;Olá, Temos o prazer de anunciar o nosso novo mascote: Astra! Ele representará nossa visão futurista.
Improdutivo;Férias Coletivas: Período de recesso no final do ano.;Prezados, As férias coletivas ocorrerão de 20 de dezembro a 5 de janeiro.
Improdutivo;Confirmação de Inscrição: Programa de Mentoria 2025.;Olá, Sua inscrição no Programa de Mentoria 2025 foi confirmada com sucesso.
Improdutivo;Sugestão de Software: Notion para organização pessoal.;Sugiro o Notion para quem busca uma ferramenta completa de organização de tarefas e notas.
Improdutivo;Lançamento: Novo mural de fotos na área de descompressão.;Olá, O novo mural de fotos com momentos da equipe foi instalado na área de descompressão.
Improdutivo;Aviso: Inspeção de segurança veicular nos carros da frota (Próxima semana).;Prezados, A inspeção de segurança veicular nos carros da frota será realizada na próxima semana.
Improdutivo;Seu Certificado de Conclusão: Curso de Atendimento ao Cliente.;Parabéns pela conclusão do curso de Atendimento ao Cliente! Seu certificado está anexo.
Improdutivo;Notificação: Seu período de avaliação (experiência) foi finalizado.;Prezado(a), Seu período de experiência foi finalizado com sucesso. Este é um e-mail de notificação.
Improdutivo;Sugestão de Série: 'The Office' (Para relaxar no final de semana).;Recomendo a série 'The Office' para dar boas risadas no final de semana: [link].
Improdutivo;Comunicado: Novo benefício de acesso a academias (Gympass).;Temos o prazer de anunciar que oferecemos agora acesso ao benefício Gympass. Detalhes no RH.
Improdutivo;Agradecimento pela doação na Campanha do Agasalho.;Olá, Agradecemos imensamente sua generosidade na Campanha do Agasalho. As doações foram um sucesso.
Improdutivo;Extrato de Pontos de Fidelidade (Mês de Outubro).;Olá Cliente, Seu extrato de pontos de fidelidade referente ao mês de Outubro está em anexo.
Improdutivo;Aviso: Nova área de descompressão no 4º andar (Informativo).;Prezados, Uma nova área de descompressão foi inaugurada no 4º andar. Aproveitem!
Improdutivo;Dica de Segurança: Nunca compartilhe tokens de autenticação.;Dica de Segurança: Tokens de autenticação de dois fatores são pessoais. Nunca compartilhe.
Improdutivo;Convite: Happy Hour de aniversário da empresa.;Olá Equipe, Venha celebrar o aniversário da nossa empresa em um Happy Hour especial! Detalhes em anexo.
Improdutivo;Anúncio: Parceria com restaurante vegetariano.;Prezados, Fechamos parceria com um restaurante vegetariano, oferecendo 10% de desconto no almoço.
Improdutivo;Resumo Semanal: Top 5 Notícias de Sustentabilidade.;Olá, Segue o resumo semanal com as Top 5 notícias de sustentabilidade. Apenas para sua leitura.
Improdutivo;Aviso: Interrupção no serviço de internet (Mudança de servidor).;Prezados, Haverá uma breve interrupção no serviço de internet hoje à tarde (15h) devido à mudança de servidor.
Improdutivo;Lançamento: Novo recurso 'Busca Inteligente' no portal interno.;Olá, O portal interno agora conta com o recurso 'Busca Inteligente'. Teste a novidade!
Improdutivo;Aviso: Atualização do manual de uso dos computadores portáteis.;Prezados, O manual de uso dos computadores portáteis (laptops) foi atualizado. Está na intranet.
Improdutivo;Sugestão de Série: 'Abstract: The Art of Design' (Netflix).;Recomendo a série 'Abstract' da Netflix para quem se interessa por design e criatividade.
Improdutivo;Comunicado: Nova regra de silêncio na biblioteca corporativa.;Prezados, A nova regra de silêncio na biblioteca corporativa (proibido o uso de celular) está em vigor.
Improdutivo;Alerta de Phishing: E-mail com o assunto 'Sua conta será suspensa'.;Atenção! Um e-mail de phishing com o assunto 'Sua conta será suspensa' está circulando. Exclua-o imediatamente.
Improdutivo;Agradecimento pela colaboração na organização do evento de vendas.;Olá, Agradecemos a todos pela organização e dedicação no evento de vendas. Foi um grande sucesso!
Improdutivo;Lembrete: Usar o crachá de identificação em tempo integral.;Olá, Lembramos a todos da obrigatoriedade do uso do crachá de identificação em tempo integral nas dependências da empresa.
